기관코드,병원명,주소,전화,시도,시군구,후보순위,HIRA병원명,HIRA주소,HIRA전화,HIRAX좌표,HIRAY좌표,HIRA시설종별,암호화요양기호,매칭점수,이름유사도,주소유사도,도로주소일치,전화일치,거리m,시설종별일치,시도일치,시군구일치,자동확정기준,기준판정사유,1위점수차,자동확정,수집시각UTC,API근거,매칭로직버전
A1300011,한국보훈복지의료공단대구보훈병원,대구광역시 달서구 월곡로 60 (도원동),053-630-7014,대구광역시,달서구,3,의료법인상보의료재단 대구경상병원,"대구광역시 달서구 달구벌대로 1762, 두류빌딩 1,4~7,8,9층 (두류동)",053-620-7300,128.558434,35.8573412,병원,JDQ4MTYyMiM4MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQxIyQ5MiQyNjE4MzIjNDEjJDEjJDgjJDgz,0.24,0.3,0.5,False,False,6058.2,True,True,True,False,점수미달,0.7414814814814814,False,2026-08-30T16:02:28+00:00,https://apis.data.go.kr/B551182/hospInfoServicev2/getHospBasisList,hira-catalog-v3
A1300011,한국보훈복지의료공단대구보훈병원,대구광역시 달서구 월곡로 60 (도원동),053-630-7014,대구광역시,달서구,4,보광병원,"대구광역시 달서구 구마로 128, 보광병원 (본동)",053-651-3232,128.541672,35.8367287,병원,JDQ4MTYyMiM4MSMkMSMkMCMkOTkkMzgxMzUxIzExIyQxIyQzIyQwMyQzNjE4MzIjODEjJDEjJDYjJDgz,0.2312903225806451,0.125,0.5806451612903226,False,False,3841.9,True,True,True,False,점수미달,0.7414814814814814,False,2026-08-30T16:02:28+00:00,https://apis.data.go.kr/B551182/hospInfoServicev2/getHospBasisList,hira-catalog-v3
A1300011,한국보훈복지의료공단대구보훈병원,대구광역시 달서구 월곡로 60 (도원동),053-630-7014,대구광역시,달서구,5,의료법인명문의료재단 대구기독병원,"대구광역시 달서구 달구벌대로 1750, (두류동)",053-606-1616,128.5568651,35.8570263,병원,JDQ4MTYyMiM4MSMkMSMkMCMkOTkkMzgxMzUxIzExIyQxIyQ3IyQ4OSQzNjE0ODEjNDEjJDEjJDQjJDgz,0.2233333333333333,0.2,0.6666666666666666,False,False,6010.6,True,True,True,False,점수미달,0.7414814814814814,False,2026-08-30T16:02:28+00:00,https://apis.data.go.kr/B551182/hospInfoServicev2/getHospBasisList,hira-catalog-v3
A1303449,행복한병원,"대구광역시 달성군 유가읍 테크노순환로12길 4, 1층,4~6층(1층 사우나홀,113~117호,119~120호,405~407호,5층,601~607호",053-210-8082,대구광역시,달성군,1,행복한 병원,"대구광역시 달성군 유가읍 테크노순환로12길 4, 1층,4~6층(1층 사우나홀,113~117호,119~120호,405~407호,5층,601~607호",053-210-8000,128.4706272,35.6932874,병원,JDQ4MTYyMiM4MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ5MiQ0NjEwMDIjNTEjJDEjJDYjJDgz,1.0,1.0,1.0,True,False,17.1,True,True,True,True,자동확정기준통과,0.7485185185185185,True,2026-08-30T16:02:28+00:00,https://apis.data.go.kr/B551182/hospInfoServicev2/getHospBasisList,hira-catalog-v3
A1303449,행복한병원,"대구광역시 달성군 유가읍 테크노순환로12길 4, 1층,4~6층(1층 사우나홀,113~117호,119~120호,405~407호,5층,601~607호",053-210-8082,대구광역시,달성군,2,한솔병원,"대구광역시 달성군 다사읍 달구벌대로 895, (다사읍)",053-560-1100,128.466841,35.8569418,병원,JDQ4MTYyMiM4MSMkMSMkMCMkOTkkMzgxMzUxIzExIyQxIyQ3IyQ4OSQyNjEwMDIjNjEjJDEjJDQjJDgz,0.2514814814814815,0.4,0.2962962962962963,False,False,18198.4,True,True,True,False,점수미달,0.7485185185185185,False,2026-08-30T16:02:28+00:00,https://apis.data.go.kr/B551182/hospInfoServicev2/getHospBasisList,hira-catalog-v3
A1303449,행복한병원,"대구광역시 달성군 유가읍 테크노순환로12길 4, 1층,4~6층(1층 사우나홀,113~117호,119~120호,405~407호,5층,601~607호",053-210-8082,대구광역시,달성군,3,달성군유가면음리보건진료소,"대구광역시 달성군 유가면 음동1길 9, (음리보건진료소)",053-614-2757,128.4828195,35.6975614,보건진료소,JDQ4MTYyMiM4MSMkMSMkMCMkOTIkMzgxNzAyIzExIyQxIyQ3IyQxMyQyNjEwMDIjNTEjJDEjJDIjJDgz,0.1966666666666666,0.0,0.3333333333333333,False,False,1214.0,True,True,True,False,점수미달,0.7485185185185185,False,2026-08-30T16:02:28+00:00,https://apis.data.go.kr/B551182/hospInfoServicev2/getHospBasisList,hira-catalog-v3
A1303449,행복한병원,"대구광역시 달성군 유가읍 테크노순환로12길 4, 1층,4~6층(1층 사우나홀,113~117호,119~120호,405~407호,5층,601~607호",053-210-8082,대구광역시,달성군,4,우리허브병원,"대구광역시 달성군 현풍읍 테크노상업로 30, 3층~7층 일부, 8층, 9층 & 테크노상업로 26, 6~7층",053-716-6330,128.4538535,35.6916581,병원,JDQ4MTYyMiM4MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQzIyQ3OSQ0NjE0ODEjNDEjJDEjJDgjJDgz,0.1911764705882352,0.0,0.2941176470588235,False,False,1509.0,True,True,True,False,점수미달,0.7485185185185185,False,2026-08-30T16:02:28+00:00,https://apis.data.go.kr/B551182/hospInfoServicev2/getHospBasisList,hira-catalog-v3
A1303449,행복한병원,"대구광역시 달성군 유가읍 테크노순환로12길 4, 1층,4~6층(1층 사우나홀,113~117호,119~120호,405~407호,5층,601~607호",053-210-8082,대구광역시,달성군,5,달성군유가면한정보건진료소,"대구광역시 달성군 유가면 달창로26길 17, 17",053-668-3147,128.4595047,35.6449535,보건진료소,JDQ4MTYyMiM4MSMkMSMkMCMkOTIkMzgxNzAyIzExIyQxIyQ3IyQwMyQ0NjEwMDIjNDEjJDEjJDgjJDgz,0.1573493975903614,0.125,0.4096385542168674,False,False,5466.5,True,True,True,False,점수미달,0.7485185185185185,False,2026-08-30T16:02:28+00:00,https://apis.data.go.kr/B551182/hospInfoServicev2/getHospBasisList,hira-catalog-v3
A1300018,강남종합병원,"대구광역시 동구 동촌로 207, 강남병원 (방촌동)",053-980-9018,대구광역시,동구,1,강남종합병원,"대구광역시 동구 동촌로 207, 강남병원 (방촌동)",053-980-9000,128.6639117,35.8827739,종합병원,JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQ0NjEwMDIjODEjJDEjJDYjJDgz,1.0,1.0,1.0,True,False,48.6,True,True,True,True,자동확정기준통과,0.7753333333333333,True,2026-08-30T16:02:28+00:00,https://apis.data.go.kr/B551182/hospInfoServicev2/getHospBasisList,hira-catalog-v3
A1300018,강남종합병원,"대구광역시 동구 동촌로 207, 강남병원 (방촌동)",053-980-9018,대구광역시,동구,2,대동병원,"대구광역시 동구 화랑로 169, (효목동)",053-663-1000,128.6439349,35.8764051,정신병원,JDQ4MTYyMiM4MSMkMSMkMCMkOTkkNTgxOTYxIzExIyQxIyQzIyQ5OSQyNjEwMDIjNjEjJDEjJDQjJDgz,0.2246666666666666,0.0,0.5333333333333333,False,False,1905.9,True,True,True,False,점수미달,0.7753333333333333,False,2026-08-30T16:02:28+00:00,https://apis.data.go.kr/B551182/hospInfoServicev2/getHospBasisList,hira-catalog-v3
A1300018,강남종합병원,"대구광역시 동구 동촌로 207, 강남병원 (방촌동)",053-980-9018,대구광역시,동구,3,한가람병원,"대구광역시 동구 해동로 101, (지저동)",053-957-3111,128.6415177,35.8904333,병원,JDQ4MTYyMiM4MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQ4OSQyNjE4MzIjNjEjJDEjJDAjJDgz,0.1933333333333333,0.0,0.6666666666666666,False,False,2141.9,True,True,True,False,점수미달,0.7753333333333333,False,2026-08-30T16:02:28+00:00,https://apis.data.go.kr/B551182/hospInfoServicev2/getHospBasisList,hira-catalog-v3
A1300018,강남종합병원,"대구광역시 동구 동촌로 207, 강남병원 (방촌동)",053-980-9018,대구광역시,동구,4,진병원,"대구광역시 동구 경안로 719, (서호동)",053-961-9962,128.7133165,35.8662954,병원,JDQ4MTYyMiM4MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQyIyQxIyQwMCQzNjE4MzIjNjEjJDEjJDQjJDgz,0.184,0.0,0.6,False,False,4861.7,True,True,True,False,점수미달,0.7753333333333333,False,2026-08-30T16:02:28+00:00,https://apis.data.go.kr/B551182/hospInfoServicev2/getHospBasisList,hira-catalog-v3
A1300018,강남종합병원,"대구광역시 동구 동촌로 207, 강남병원 (방촌동)",053-980-9018,대구광역시,동구,5,든든한병원,"대구광역시 동구 신암로 120, 1층일부,2~7층 (신암동)",053-940-3000,128.6124602,35.8804885,병원,JDQ4MTYyMiM4MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ2MiQzNjEyMjIjNzEjJDEjJDgjJDgz,0.1832432432432432,0.0,0.5945945945945946,False,False,4602.9,True,True,True,False,점수미달,0.7753333333333333,False,2026-08-30T16:02:28+00:00,https://apis.data.go.kr/B551182/hospInfoServicev2/getHospBasisList,hira-catalog-v3
A1300009,대구파티마병원,대구광역시 동구 아양로 99 (신암동),053-940-7119,대구광역시,동구,1,대구파티마병원,"대구광역시 동구 아양로 99, (신암동)",053-1688-7770,128.6244071,35.8842611,종합병원,JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjE4MzIjNTEjJDEjJDYjJDgz,1.0,1.0,1.0,True,False,63.1,True,True,True,True,자동확정기준통과,0.6349142857142858,True,2026-08-30T16:02:28+00:00,https://apis.data.go.kr/B551182/hospInfoServicev2/getHospBasisList,hira-catalog-v3
A1300009,대구파티마병원,대구광역시 동구 아양로 99 (신암동),053-940-7119,대구광역시,동구,2,대동병원,"대구광역시 동구 화랑로 169, (효목동)",053-663-1000,128.6439349,35.8764051,정신병원,JDQ4MTYyMiM4MSMkMSMkMCMkOTkkNTgxOTYxIzExIyQxIyQzIyQ5OSQyNjEwMDIjNjEjJDEjJDQjJDgz,0.3650857142857143,0.2857142857142857,0.72,False,False,1995.0,True,True,True,False,점수미달,0.6349142857142858,False,2026-08-30T16:02:28+00:00,https://apis.data.go.kr/B551182/hospInfoServicev2/getHospBasisList,hira-catalog-v3
A1300009,대구파티마병원,대구광역시 동구 아양로 99 (신암동),053-940-7119,대구광역시,동구,3,제일안과병원,"대구광역시 동구 아양로 1, (신암동)",053-959-1751,128.6146147,35.8817704,병원,JDQ4MTYyMiM4MSMkMSMkMCMkOTkkMzgxMzUxIzExIyQxIyQzIyQxMyQzNjEwMDIjNDEjJDEjJDQjJDgz,0.2717391304347826,0.0,0.8695652173913043,False,False,864.8,True,True,True,False,점수미달,0.6349142857142858,False,2026-08-30T16:02:28+00:00,https://apis.data.go.kr/B551182/hospInfoServicev2/getHospBasisList,hira-catalog-v3
A1300009,대구파티마병원,대구광역시 동구 아양로 99 (신암동),053-940-7119,대구광역시,동구,4,의료법인 백천의료재단 바로본병원,"대구광역시 동구 국채보상로 769, (신천동)",1644-8575,128.6151336,35.8684487,병원,JDQ4MTYyMiM4MSMkMSMkMCMkOTkkMzgxMzUxIzExIyQxIyQ3IyQ2MiQzNjE0ODEjNDEjJDEjJDgjJDgz,0.2433333333333333,0.0,0.6666666666666666,False,False,1891.9,True,True,True,False,점수미달,0.6349142857142858,False,2026-08-30T16:02:28+00:00,https://apis.data.go.kr/B551182/hospInfoServicev2/getHospBasisList,hira-catalog-v3
A1300009,대구파티마병원,대구광역시 동구 아양로 99 (신암동),053-940-7119,대구광역시,동구,5,한가람병원,"대구광역시 동구 해동로 101, (지저동)",053-957-3111,128.6415177,35.8904333,병원,JDQ4MTYyMiM4MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQ4OSQyNjE4MzIjNjEjJDEjJDAjJDgz,0.2396,0.0,0.64,False,False,1749.3,True,True,True,False,점수미달,0.6349142857142858,False,2026-08-30T16:02:28+00:00,https://apis.data.go.kr/B551182/hospInfoServicev2/getHospBasisList,hira-catalog-v3
A1300033,의료법인백천의료재단바로본병원,대구광역시 동구 국채보상로 769 (신천동),053-721-8549,대구광역시,동구,1,의료법인 백천의료재단 바로본병원,"대구광역시 동구 국채보상로 769, (신천동)",1644-8575,128.6151336,35.8684487,병원,JDQ4MTYyMiM4MSMkMSMkMCMkOTkkMzgxMzUxIzExIyQxIyQ3IyQ2MiQzNjE0ODEjNDEjJDEjJDgjJDgz,1.0,1.0,1.0,True,False,4.6,True,True,True,True,자동확정기준통과,0.7566666666666666,True,2026-08-30T16:02:28+00:00,https://apis.data.go.kr/B551182/hospInfoServicev2/getHospBasisList,hira-catalog-v3
A1300033,의료법인백천의료재단바로본병원,대구광역시 동구 국채보상로 769 (신천동),053-721-8549,대구광역시,동구,2,대구파티마병원,"대구광역시 동구 아양로 99, (신암동)",053-1688-7770,128.6244071,35.8842611,종합병원,JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjE4MzIjNTEjJDEjJDYjJDgz,0.2433333333333333,0.0,0.6666666666666666,False,False,1944.2,True,True,True,False,점수미달,0.7566666666666666,False,2026-08-30T16:02:28+00:00,https://apis.data.go.kr/B551182/hospInfoServicev2/getHospBasisList,hira-catalog-v3
A1300033,의료법인백천의료재단바로본병원,대구광역시 동구 국채보상로 769 (신천동),053-721-8549,대구광역시,동구,3,제일안과병원,"대구광역시 동구 아양로 1, (신암동)",053-959-1751,128.6146147,35.8817704,병원,JDQ4MTYyMiM4MSMkMSMkMCMkOTkkMzgxMzUxIzExIyQxIyQzIyQxMyQzNjEwMDIjNDEjJDEjJDQjJDgz,0.2361538461538461,0.0,0.6153846153846154,False,False,1481.5,True,True,True,False,점수미달,0.7566666666666666,False,2026-08-30T16:02:28+00:00,https://apis.data.go.kr/B551182/hospInfoServicev2/getHospBasisList,hira-catalog-v3
A1300033,의료법인백천의료재단바로본병원,대구광역시 동구 국채보상로 769 (신천동),053-721-8549,대구광역시,동구,4,든든한병원,"대구광역시 동구 신암로 120, 1층일부,2~7층 (신암동)",053-940-3000,128.6124602,35.8804885,병원,JDQ4MTYyMiM4MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ2MiQzNjEyMjIjNzEjJDEjJDgjJDgz,0.2219999999999999,0.0,0.5142857142857142,False,False,1360.4,True,True,True,False,점수미달,0.7566666666666666,False,2026-08-30T16:02:28+00:00,https://apis.data.go.kr/B551182/hospInfoServicev2/getHospBasisList,hira-catalog-v3
A1300033,의료법인백천의료재단바로본병원,대구광역시 동구 국채보상로 769 (신천동),053-721-8549,대구광역시,동구,5,열경의료재단동부허병원,"대구광역시 동구 화랑로 81, 동부허병원 (효목동)",053-749-0000,128.6356375,35.872507,정신병원,JDQ4MTYyMiM4MSMkMSMkMCMkOTkkNTgxOTYxIzExIyQxIyQzIyQ4OSQ0NjEwMDIjNTEjJDEjJDYjJDgz,0.22,0.0,0.5,False,False,1897.3,True,True,True,False,점수미달,0.7566666666666666,False,2026-08-30T16:02:28+00:00,https://apis.data.go.kr/B551182/hospInfoServicev2/getHospBasisList,hira-catalog-v3
A1300005,대구가톨릭대학교칠곡가톨릭병원,대구광역시 북구 칠곡중앙대로 440 (읍내동),053-320-2111,대구광역시,북구,1,대구가톨릭대학교 칠곡가톨릭병원,"대구광역시 북구 칠곡중앙대로 440, (읍내동)",053-320-2500,128.5493894,35.9348614,종합병원,JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQzNjE4MzIjODEjJDEjJDIjJDgz,1.0,1.0,1.0,True,False,12.5,True,True,True,True,자동확정기준통과,0.5241666666666667,True,2026-08-30T16:02:28+00:00,https://apis.data.go.kr/B551182/hospInfoServicev2/getHospBasisList,hira-catalog-v3
A1300005,대구가톨릭대학교칠곡가톨릭병원,대구광역시 북구 칠곡중앙대로 440 (읍내동),053-320-2111,대구광역시,북구,2,대구병원,"대구광역시 북구 칠곡중앙대로 194, (태전동)",053-311-2001,128.5487694,35.9132997,병원,JDQ4MTYyMiM4MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ3MiQ0NjEwMDIjODEjJDEjJDYjJDgz,0.4758333333333333,0.3333333333333333,0.875,False,False,2400.0,True,True,True,False,점수미달,0.5241666666666667,False,2026-08-30T16:02:28+00:00,https://apis.data.go.kr/B551182/hospInfoServicev2/getHospBasisList,hira-catalog-v3
A1300005,대구가톨릭대학교칠곡가톨릭병원,대구광역시 북구 칠곡중앙대로 440 (읍내동),053-320-2111,대구광역시,북구,3,대구삼선병원,"대구광역시 북구 칠곡중앙대로 448, (읍내동)",053-326-7575,128.5492292,35.9356101,병원,JDQ4MTYyMiM4MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQ5OSQyNjE0ODEjNzEjJDEjJDgjJDgz,0.4755357142857143,0.2857142857142857,0.9375,False,False,81.3,True,True,True,False,점수미달,0.5241666666666667,False,2026-08-30T16:02:28+00:00,https://apis.data.go.kr/B551182/hospInfoServicev2/getHospBasisList,hira-catalog-v3
A1300005,대구가톨릭대학교칠곡가톨릭병원,대구광역시 북구 칠곡중앙대로 440 (읍내동),053-320-2111,대구광역시,북구,4,의료법인 대구의료재단 케이병원,"대구광역시 북구 칠곡중앙대로 357, (태전동)",053-310-7114,128.5471789,35.9277028,병원,JDQ4MTYyMiM4MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQxMyQzNjE4MzIjNDEjJDEjJDgjJDgz,0.3780357142857143,0.2857142857142857,0.8125,False,False,819.6,True,True,True,False,점수미달,0.5241666666666667,False,2026-08-30T16:02:28+00:00,https://apis.data.go.kr/B551182/hospInfoServicev2/getHospBasisList,hira-catalog-v3
A1300005,대구가톨릭대학교칠곡가톨릭병원,대구광역시 북구 칠곡중앙대로 440 (읍내동),053-320-2111,대구광역시,북구,5,대구보건대학교병원,"대구광역시 북구 팔거천동로 209, (동천동)",053-320-1900,128.5576831,35.9427527,병원,JDQ4MTYyMiM4MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQ5OSQzNjE0ODEjNDEjJDEjJDQjJDgz,0.3455760368663594,0.2857142857142857,0.5806451612903226,False,False,1158.7,True,True,True,False,점수미달,0.5241666666666667,False,2026-08-30T16:02:28+00:00,https://apis.data.go.kr/B551182/hospInfoServicev2/getHospBasisList,hira-catalog-v3
A1300010,칠곡경북대학교병원,"대구광역시 북구 호국로 807, 칠곡경북대학교병원(임상실습동 1~11층 포함) (학정동)",053-200-2100,대구광역시,북구,1,칠곡경북대학교병원,"대구광역시 북구 호국로 807, 칠곡경북대학교병원(임상실습동 1~11층 포함) (학정동)",053-200-2000,128.5646727,35.9564207,상급종합,JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ2MiQzNjEyMjIjNzEjJDEjJDgjJDgz,1.0,1.0,1.0,True,False,44.4,True,True,True,True,자동확정기준통과,0.6283720930232559,True,2026-08-30T16:02:28+00:00,https://apis.data.go.kr/B551182/hospInfoServicev2/getHospBasisList,hira-catalog-v3
A1300010,칠곡경북대학교병원,"대구광역시 북구 호국로 807, 칠곡경북대학교병원(임상실습동 1~11층 포함) (학정동)",053-200-2100,대구광역시,북구,2,경대돌담병원,"대구광역시 북구 호국로 861, 본관동 지상1~5층 (동호동)",053-716-5600,128.5615083,35.9591961,병원,JDQ4MTYyMiM4MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ4OSQzNjEwMDIjNzEjJDEjJDgjJDgz,0.3716279069767441,0.25,0.5116279069767442,False,False,433.5,True,True,True,False,점수미달,0.6283720930232559,False,2026-08-30T16:02:28+00:00,https://apis.data.go.kr/B551182/hospInfoServicev2/getHospBasisList,hira-catalog-v3
A1300010,칠곡경북대학교병원,"대구광역시 북구 호국로 807, 칠곡경북대학교병원(임상실습동 1~11층 포함) (학정동)",053-200-2100,대구광역시,북구,3,대구가톨릭대학교 칠곡가톨릭병원,"대구광역시 북구 칠곡중앙대로 440, (읍내동)",053-320-2500,128.5493894,35.9348614,종합병원,JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQzNjE4MzIjODEjJDEjJDIjJDgz,0.28796992481203,0.2857142857142857,0.5263157894736842,False,False,2719.6,True,True,True,False,점수미달,0.6283720930232559,False,2026-08-30T16:02:28+00:00,https://apis.data.go.kr/B551182/hospInfoServicev2/getHospBasisList,hira-catalog-v3
A1300010,칠곡경북대학교병원,"대구광역시 북구 호국로 807, 칠곡경북대학교병원(임상실습동 1~11층 포함) (학정동)",053-200-2100,대구광역시,북구,4,경대자연병원,"대구광역시 북구 동화천로 241, 4~7층 (연경동)",053-267-5011,128.617379,35.9426488,병원,JDQ4MTYyMiM4MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQzIyQ3OSQzNjEyMjIjNjEjJDEjJDAjJDgz,0.2646153846153846,0.25,0.4615384615384615,False,False,4996.7,True,True,True,False,점수미달,0.6283720930232559,False,2026-08-30T16:02:28+00:00,https://apis.data.go.kr/B551182/hospInfoServicev2/getHospBasisList,hira-catalog-v3
A1300010,칠곡경북대학교병원,"대구광역시 북구 호국로 807, 칠곡경북대학교병원(임상실습동 1~11층 포함) (학정동)",053-200-2100,대구광역시,북구,5,근로복지공단 대구병원,"대구광역시 북구 학정로 515, (학정동)",053-715-7575,128.564003,35.9507998,병원,JDQ4MTYyMiM4MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQ4MiQyNjE4MzIjNDEjJDEjJDgjJDgz,0.264,0.0,0.4571428571428571,False,False,588.6,True,True,True,False,점수미달,0.6283720930232559,False,2026-08-30T16:02:28+00:00,https://apis.data.go.kr/B551182/hospInfoServicev2/getHospBasisList,hira-catalog-v3
A1300076,대구굿모닝병원,"대구광역시 서구 달서로 42, 대구 굿모닝병원 지하2층~11층 (내당동)",053-620-9119,대구광역시,서구,1,대구굿모닝병원,"대구광역시 서구 달서로 42, 지하2층~11층 (내당동)",053-620-9100,128.5713825,35.8661072,종합병원,JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQ0NjE0ODEjNDEjJDEjJDgjJDgz,0.9982222222222225,1.0,0.8444444444444444,True,False,1481.0,True,True,True,True,자동확정기준통과,0.6697777777777778,True,2026-08-30T16:02:28+00:00,https://apis.data.go.kr/B551182/hospInfoServicev2/getHospBasisList,hira-catalog-v3
A1300076,대구굿모닝병원,"대구광역시 서구 달서로 42, 대구 굿모닝병원 지하2층~11층 (내당동)",053-620-9119,대구광역시,서구,2,대구스마일병원,"대구광역시 서구 국채보상로 232, 9~15층 (평리동)",053-564-8808,128.55659,35.870396,병원,JDQ4MTYyMiM4MSMkMSMkMCMkOTkkMzgxOTYxIzExIyQxIyQzIyQ4OSQyNjEyMjIjNTEjJDEjJDIjJDgz,0.3284444444444445,0.4,0.4888888888888889,False,False,2497.3,True,True,True,False,점수미달,0.6697777777777778,False,2026-08-30T16:02:28+00:00,https://apis.data.go.kr/B551182/hospInfoServicev2/getHospBasisList,hira-catalog-v3
A1300076,대구굿모닝병원,"대구광역시 서구 달서로 42, 대구 굿모닝병원 지하2층~11층 (내당동)",053-620-9119,대구광역시,서구,3,대구의료원,"대구광역시 서구 평리로 157, (중리동)",053-560-7575,128.540587,35.85964,종합병원,JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQ0NjE0ODEjNDEjJDEjJDgjJDgz,0.3246153846153846,0.4,0.4615384615384615,False,False,3107.2,True,True,True,False,점수미달,0.6697777777777778,False,2026-08-30T16:02:28+00:00,https://apis.data.go.kr/B551182/hospInfoServicev2/getHospBasisList,hira-catalog-v3
A1300076,대구굿모닝병원,"대구광역시 서구 달서로 42, 대구 굿모닝병원 지하2층~11층 (내당동)",053-620-9119,대구광역시,서구,4,대명의료재단서대구병원,"대구광역시 서구 국채보상로 200, (평리동)",053-558-5800,128.5529832,35.8696463,병원,JDQ4MTYyMiM4MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQ5MiQyNjE4MzIjODEjJDEjJDIjJDgz,0.3214634146341463,0.4,0.4390243902439024,False,False,2655.1,True,True,True,False,점수미달,0.6697777777777778,False,2026-08-30T16:02:28+00:00,https://apis.data.go.kr/B551182/hospInfoServicev2/getHospBasisList,hira-catalog-v3
A1300076,대구굿모닝병원,"대구광역시 서구 달서로 42, 대구 굿모닝병원 지하2층~11층 (내당동)",053-620-9119,대구광역시,서구,5,참튼튼병원,"대구광역시 서구 달구벌대로 1807, 지하1,1층일부~7층 (내당동)",053-552-9400,128.5624293,35.8598972,병원,JDQ4MTYyMiM4MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ5OSQyNjEwMDIjNDEjJDEjJDgjJDgz,0.2268627450980392,0.0,0.5490196078431373,False,False,1301.4,True,True,True,False,점수미달,0.6697777777777778,False,2026-08-30T16:02:28+00:00,https://apis.data.go.kr/B551182/hospInfoServicev2/getHospBasisList,hira-catalog-v3
A1300007,대구의료원,대구광역시 서구 평리로 157 (중리동),053-560-7288,대구광역시,서구,1,대구의료원,"대구광역시 서구 평리로 157, (중리동)",053-560-7575,128.540587,35.85964,종합병원,JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQ0NjE0ODEjNDEjJDEjJDgjJDgz,1.0,1.0,1.0,True,False,3.0,True,True,True,True,자동확정기준통과,0.6025,True,2026-08-30T16:02:28+00:00,https://apis.data.go.kr/B551182/hospInfoServicev2/getHospBasisList,hira-catalog-v3
A1300007,대구의료원,대구광역시 서구 평리로 157 (중리동),053-560-7288,대구광역시,서구,2,대구스마일병원,"대구광역시 서구 국채보상로 232, 9~15층 (평리동)",053-564-8808,128.55659,35.870396,병원,JDQ4MTYyMiM4MSMkMSMkMCMkOTkkMzgxOTYxIzExIyQxIyQzIyQ4OSQyNjEyMjIjNTEjJDEjJDIjJDgz,0.3975,0.4,0.625,False,False,1876.5,True,True,True,False,점수미달,0.6025,False,2026-08-30T16:02:28+00:00,https://apis.data.go.kr/B551182/hospInfoServicev2/getHospBasisList,hira-catalog-v3
A1300007,대구의료원,대구광역시 서구 평리로 157 (중리동),053-560-7288,대구광역시,서구,3,대명의료재단서대구병원,"대구광역시 서구 국채보상로 200, (평리동)",053-558-5800,128.5529832,35.8696463,병원,JDQ4MTYyMiM4MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQ5MiQyNjE4MzIjODEjJDEjJDIjJDgz,0.39,0.4,0.5714285714285714,False,False,1579.6,True,True,True,False,점수미달,0.6025,False,2026-08-30T16:02:28+00:00,https://apis.data.go.kr/B551182/hospInfoServicev2/getHospBasisList,hira-catalog-v3
A1300007,대구의료원,대구광역시 서구 평리로 157 (중리동),053-560-7288,대구광역시,서구,4,제이원병원,"대구광역시 서구 국채보상로 232, 1~5층 (평리동)",053-573-0119,128.55659,35.870396,정신병원,JDQ4MTYyMiM4MSMkMSMkMCMkOTkkNTgxOTYxIzExIyQxIyQzIyQ2MiQzNjE0ODEjNjEjJDEjJDAjJDgz,0.3403225806451613,0.25,0.6451612903225806,False,False,1876.5,True,True,True,False,점수미달,0.6025,False,2026-08-30T16:02:28+00:00,https://apis.data.go.kr/B551182/hospInfoServicev2/getHospBasisList,hira-catalog-v3
