"青沥备开(矫焙备)喊/1技喊 林刮殿废牢备"

"C青沥备开(矫焙备)喊","青沥备开(矫焙备)喊","C楷飞喊","楷飞喊","矫痢","醚牢备荐 (疙)","巢磊牢备荐 (疙)","咯磊牢备荐 (疙)"
'41210," 堡疙矫",'1904,"48技",2025,4684.0000,2204.0000,2480.0000
'41210," 堡疙矫",'1905,"49技",2025,4527.0000,2282.0000,2245.0000
'41210," 堡疙矫",'2101,"50技",2025,4863.0000,2298.0000,2565.0000
'41210," 堡疙矫",'2102,"51技",2025,5120.0000,2566.0000,2554.0000
'41210," 堡疙矫",'2103,"52技",2025,5404.0000,2645.0000,2759.0000
'41210," 堡疙矫",'2104,"53技",2025,5312.0000,2622.0000,2690.0000
'41210," 堡疙矫",'2105,"54技",2025,5429.0000,2668.0000,2761.0000
'41210," 堡疙矫",'2301,"55技",2025,5104.0000,2487.0000,2617.0000
'41210," 堡疙矫",'2302,"56技",2025,5183.0000,2555.0000,2628.0000
'41210," 堡疙矫",'2303,"57技",2025,5129.0000,2478.0000,2651.0000
'41210," 堡疙矫",'2304,"58技",2025,4609.0000,2156.0000,2453.0000
'41210," 堡疙矫",'2305,"59技",2025,4370.0000,2248.0000,2122.0000
'41210," 堡疙矫",'2601,"60技",2025,4653.0000,2307.0000,2346.0000
'41210," 堡疙矫",'2602,"61技",2025,4447.0000,2224.0000,2223.0000
'41210," 堡疙矫",'2603,"62技",2025,4017.0000,1995.0000,2022.0000
'41210," 堡疙矫",'2604,"63技",2025,4471.0000,2143.0000,2328.0000
'41210," 堡疙矫",'2605,"64技",2025,4738.0000,2249.0000,2489.0000
'41210," 堡疙矫",'2801,"65技",2025,4714.0000,2179.0000,2535.0000
'41210," 堡疙矫",'2802,"66技",2025,4380.0000,1993.0000,2387.0000
'41210," 堡疙矫",'2803,"67技",2025,4156.0000,1989.0000,2167.0000
'41210," 堡疙矫",'2804,"68技",2025,3974.0000,1843.0000,2131.0000
'41210," 堡疙矫",'2805,"69技",2025,3546.0000,1608.0000,1938.0000
'41210," 堡疙矫",'3101,"70技",2025,3611.0000,1695.0000,1916.0000
'41210," 堡疙矫",'3102,"71技",2025,3164.0000,1505.0000,1659.0000
'41210," 堡疙矫",'3103,"72技",2025,2522.0000,1151.0000,1371.0000
'41210," 堡疙矫",'3104,"73技",2025,2766.0000,1270.0000,1496.0000
'41210," 堡疙矫",'3105,"74技",2025,1836.0000,861.0000,975.0000
'41210," 堡疙矫",'3301,"75技",2025,1989.0000,922.0000,1067.0000
'41210," 堡疙矫",'3302,"76技",2025,1879.0000,846.0000,1033.0000
'41210," 堡疙矫",'3303,"77技",2025,1859.0000,860.0000,999.0000
'41210," 堡疙矫",'3304,"78技",2025,1910.0000,862.0000,1048.0000
'41210," 堡疙矫",'3305,"79技",2025,1401.0000,588.0000,813.0000
'41210," 堡疙矫",'3601,"80技",2025,1184.0000,498.0000,686.0000
'41210," 堡疙矫",'3602,"81技",2025,1169.0000,494.0000,675.0000
'41210," 堡疙矫",'3603,"82技",2025,1142.0000,432.0000,710.0000
'41210," 堡疙矫",'3604,"83技",2025,1383.0000,503.0000,880.0000
'41210," 堡疙矫",'3605,"84技",2025,1039.0000,373.0000,666.0000
'41210," 堡疙矫",'3801,"85技",2025,801.0000,296.0000,505.0000
'41210," 堡疙矫",'3802,"86技",2025,787.0000,278.0000,509.0000
'41210," 堡疙矫",'3803,"87技",2025,651.0000,201.0000,450.0000
'41210," 堡疙矫",'3804,"88技",2025,546.0000,166.0000,380.0000
'41210," 堡疙矫",'3805,"89技",2025,472.0000,138.0000,334.0000
'41210," 堡疙矫",'4101,"90技",2025,414.0000,108.0000,306.0000
'41210," 堡疙矫",'4102,"91技",2025,340.0000,82.0000,258.0000
'41210," 堡疙矫",'4103,"92技",2025,232.0000,46.0000,186.0000
'41210," 堡疙矫",'4104,"93技",2025,186.0000,50.0000,136.0000
'41210," 堡疙矫",'4105,"94技",2025,116.0000,18.0000,98.0000
'41210," 堡疙矫",'4301,"95技",2025,90.0000,14.0000,76.0000
'41210," 堡疙矫",'4302,"96技",2025,85.0000,17.0000,68.0000
'41210," 堡疙矫",'4303,"97技",2025,49.0000,11.0000,38.0000
'41210," 堡疙矫",'4304,"98技",2025,27.0000,5.0000,22.0000
'41210," 堡疙矫",'4305,"99技",2025,29.0000,5.0000,24.0000
'41210," 堡疙矫",'440,"100技 捞惑",2025,47.0000,9.0000,38.0000
'41220," 乞琶矫",'000,"拌",2025,610402.0000,320208.0000,290194.0000
'41220," 乞琶矫",'0401,"0技",2025,4335.0000,2237.0000,2098.0000
'41220," 乞琶矫",'0402,"1技",2025,4304.0000,2191.0000,2113.0000
'41220," 乞琶矫",'0403,"2技",2025,3931.0000,2008.0000,1923.0000
'41220," 乞琶矫",'0404,"3技",2025,4215.0000,2143.0000,2072.0000
'41220," 乞琶矫",'0405,"4技",2025,4298.0000,2172.0000,2126.0000
'41220," 乞琶矫",'0501,"5技",2025,4450.0000,2183.0000,2267.0000
'41220," 乞琶矫",'0502,"6技",2025,4734.0000,2431.0000,2303.0000
'41220," 乞琶矫",'0503,"7技",2025,5096.0000,2598.0000,2498.0000
'41220," 乞琶矫",'0504,"8技",2025,5327.0000,2684.0000,2643.0000
'41220," 乞琶矫",'0505,"9技",2025,5856.0000,2964.0000,2892.0000
'41220," 乞琶矫",'0701,"10技",2025,6107.0000,3138.0000,2969.0000
'41220," 乞琶矫",'0702,"11技",2025,6017.0000,3041.0000,2976.0000
'41220," 乞琶矫",'0703,"12技",2025,5831.0000,2942.0000,2889.0000
'41220," 乞琶矫",'0704,"13技",2025,6408.0000,3247.0000,3161.0000
'41220," 乞琶矫",'0705,"14技",2025,5974.0000,3011.0000,2963.0000
'41220," 乞琶矫",'1001,"15技",2025,5990.0000,3092.0000,2898.0000
'41220," 乞琶矫",'1002,"16技",2025,5624.0000,2821.0000,2803.0000
'41220," 乞琶矫",'1003,"17技",2025,5654.0000,2872.0000,2782.0000
'41220," 乞琶矫",'1004,"18技",2025,5857.0000,3005.0000,2852.0000
'41220," 乞琶矫",'1005,"19技",2025,5194.0000,2730.0000,2464.0000
'41220," 乞琶矫",'1201,"20技",2025,4860.0000,2514.0000,2346.0000
'41220," 乞琶矫",'1202,"21技",2025,5350.0000,2931.0000,2419.0000
'41220," 乞琶矫",'1203,"22技",2025,5498.0000,2960.0000,2538.0000
'41220," 乞琶矫",'1204,"23技",2025,5743.0000,3137.0000,2606.0000
'41220," 乞琶矫",'1205,"24技",2025,6657.0000,3538.0000,3119.0000
'41220," 乞琶矫",'1301,"25技",2025,8233.0000,4590.0000,3643.0000
'41220," 乞琶矫",'1302,"26技",2025,8396.0000,4688.0000,3708.0000
'41220," 乞琶矫",'1303,"27技",2025,8624.0000,4952.0000,3672.0000
'41220," 乞琶矫",'1304,"28技",2025,9364.0000,5475.0000,3889.0000
'41220," 乞琶矫",'1305,"29技",2025,9568.0000,5513.0000,4055.0000
'41220," 乞琶矫",'1501,"30技",2025,10490.0000,6129.0000,4361.0000
'41220," 乞琶矫",'1502,"31技",2025,10356.0000,5959.0000,4397.0000
'41220," 乞琶矫",'1503,"32技",2025,10705.0000,6077.0000,4628.0000
'41220," 乞琶矫",'1504,"33技",2025,10936.0000,6231.0000,4705.0000
'41220," 乞琶矫",'1505,"34技",2025,10593.0000,5933.0000,4660.0000
'41220," 乞琶矫",'1601,"35技",2025,9668.0000,5459.0000,4209.0000
'41220," 乞琶矫",'1602,"36技",2025,9328.0000,5223.0000,4105.0000
'41220," 乞琶矫",'1603,"37技",2025,9294.0000,5118.0000,4176.0000
'41220," 乞琶矫",'1604,"38技",2025,9053.0000,4948.0000,4105.0000
'41220," 乞琶矫",'1605,"39技",2025,8989.0000,5006.0000,3983.0000
'41220," 乞琶矫",'1801,"40技",2025,9294.0000,5121.0000,4173.0000
'41220," 乞琶矫",'1802,"41技",2025,9040.0000,4966.0000,4074.0000
'41220," 乞琶矫",'1803,"42技",2025,10125.0000,5432.0000,4693.0000
'41220," 乞琶矫",'1804,"43技",2025,11211.0000,6044.0000,5167.0000
'41220," 乞琶矫",'1805,"44技",2025,11163.0000,6190.0000,4973.0000
'41220," 乞琶矫",'1901,"45技",2025,11014.0000,5965.0000,5049.0000
'41220," 乞琶矫",'1902,"46技",2025,10640.0000,5781.0000,4859.0000
'41220," 乞琶矫",'1903,"47技",2025,9448.0000,5188.0000,4260.0000
'41220," 乞琶矫",'1904,"48技",2025,9694.0000,5174.0000,4520.0000
'41220," 乞琶矫",'1905,"49技",2025,9240.0000,4978.0000,4262.0000
'41220," 乞琶矫",'2101,"50技",2025,9704.0000,5114.0000,4590.0000
'41220," 乞琶矫",'2102,"51技",2025,10393.0000,5564.0000,4829.0000
'41220," 乞琶矫",'2103,"52技",2025,10735.0000,5605.0000,5130.0000
'41220," 乞琶矫",'2104,"53技",2025,10652.0000,5672.0000,4980.0000
'41220," 乞琶矫",'2105,"54技",2025,10810.0000,5820.0000,4990.0000
'41220," 乞琶矫",'2301,"55技",2025,10444.0000,5535.0000,4909.0000
'41220," 乞琶矫",'2302,"56技",2025,10608.0000,5455.0000,5153.0000
'41220," 乞琶矫",'2303,"57技",2025,10183.0000,5261.0000,4922.0000
'41220," 乞琶矫",'2304,"58技",2025,9235.0000,4682.0000,4553.0000
'41220," 乞琶矫",'2305,"59技",2025,8640.0000,4668.0000,3972.0000
'41220," 乞琶矫",'2601,"60技",2025,8892.0000,4616.0000,4276.0000
'41220," 乞琶矫",'2602,"61技",2025,8606.0000,4541.0000,4065.0000
'41220," 乞琶矫",'2603,"62技",2025,7619.0000,4044.0000,3575.0000
'41220," 乞琶矫",'2604,"63技",2025,8427.0000,4436.0000,3991.0000
'41220," 乞琶矫",'2605,"64技",2025,8443.0000,4325.0000,4118.0000
'41220," 乞琶矫",'2801,"65技",2025,8230.0000,4161.0000,4069.0000
'41220," 乞琶矫",'2802,"66技",2025,7201.0000,3590.0000,3611.0000
'41220," 乞琶矫",'2803,"67技",2025,6608.0000,3371.0000,3237.0000
'41220," 乞琶矫",'2804,"68技",2025,5911.0000,3001.0000,2910.0000
'41220," 乞琶矫",'2805,"69技",2025,5433.0000,2687.0000,2746.0000
'41220," 乞琶矫",'3101,"70技",2025,5510.0000,2610.0000,2900.0000
'41220," 乞琶矫",'3102,"71技",2025,4495.0000,2145.0000,2350.0000
'41220," 乞琶矫",'3103,"72技",2025,3882.0000,1804.0000,2078.0000
'41220," 乞琶矫",'3104,"73技",2025,4212.0000,1973.0000,2239.0000
'41220," 乞琶矫",'3105,"74技",2025,2840.0000,1287.0000,1553.0000
'41220," 乞琶矫",'3301,"75技",2025,3123.0000,1393.0000,1730.0000
'41220," 乞琶矫",'3302,"76技",2025,3050.0000,1334.0000,1716.0000
'41220," 乞琶矫",'3303,"77技",2025,2999.0000,1291.0000,1708.0000
'41220," 乞琶矫",'3304,"78技",2025,3083.0000,1374.0000,1709.0000
'41220," 乞琶矫",'3305,"79技",2025,2355.0000,1031.0000,1324.0000
'41220," 乞琶矫",'3601,"80技",2025,2132.0000,883.0000,1249.0000
'41220," 乞琶矫",'3602,"81技",2025,2172.0000,828.0000,1344.0000
'41220," 乞琶矫",'3603,"82技",2025,2070.0000,782.0000,1288.0000
'41220," 乞琶矫",'3604,"83技",2025,2515.0000,979.0000,1536.0000
'41220," 乞琶矫",'3605,"84技",2025,1887.0000,694.0000,1193.0000
'41220," 乞琶矫",'3801,"85技",2025,1581.0000,603.0000,978.0000
'41220," 乞琶矫",'3802,"86技",2025,1535.0000,508.0000,1027.0000
'41220," 乞琶矫",'3803,"87技",2025,1328.0000,416.0000,912.0000
'41220," 乞琶矫",'3804,"88技",2025,1167.0000,382.0000,785.0000
'41220," 乞琶矫",'3805,"89技",2025,955.0000,278.0000,677.0000
'41220," 乞琶矫",'4101,"90技",2025,782.0000,215.0000,567.0000
'41220," 乞琶矫",'4102,"91技",2025,606.0000,165.0000,441.0000
'41220," 乞琶矫",'4103,"92技",2025,431.0000,107.0000,324.0000
'41220," 乞琶矫",'4104,"93技",2025,344.0000,84.0000,260.0000
'41220," 乞琶矫",'4105,"94技",2025,212.0000,44.0000,168.0000
'41220," 乞琶矫",'4301,"95技",2025,161.0000,33.0000,128.0000
'41220," 乞琶矫",'4302,"96技",2025,153.0000,35.0000,118.0000
'41220," 乞琶矫",'4303,"97技",2025,114.0000,19.0000,95.0000
'41220," 乞琶矫",'4304,"98技",2025,52.0000,14.0000,38.0000
'41220," 乞琶矫",'4305,"99技",2025,40.0000,9.0000,31.0000
'41220," 乞琶矫",'440,"100技 捞惑",2025,66.0000,10.0000,56.0000
'41222," 价藕免厘家",'000,"拌",2025,0.0000,0.0000,0.0000
'41222," 价藕免厘家",'0401,"0技",2025,0.0000,0.0000,0.0000
'41222," 价藕免厘家",'0402,"1技",2025,0.0000,0.0000,0.0000
'41222," 价藕免厘家",'0403,"2技",2025,0.0000,0.0000,0.0000
'41222," 价藕免厘家",'0404,"3技",2025,0.0000,0.0000,0.0000
'41222," 价藕免厘家",'0405,"4技",2025,0.0000,0.0000,0.0000
'41222," 价藕免厘家",'0501,"5技",2025,0.0000,0.0000,0.0000
'41222," 价藕免厘家",'0502,"6技",2025,0.0000,0.0000,0.0000
'41222," 价藕免厘家",'0503,"7技",2025,0.0000,0.0000,0.0000
'41222," 价藕免厘家",'0504,"8技",2025,0.0000,0.0000,0.0000
'41222," 价藕免厘家",'0505,"9技",2025,0.0000,0.0000,0.0000
'41222," 价藕免厘家",'0701,"10技",2025,0.0000,0.0000,0.0000
'41222," 价藕免厘家",'0702,"11技",2025,0.0000,0.0000,0.0000
'41222," 价藕免厘家",'0703,"12技",2025,0.0000,0.0000,0.0000
'41222," 价藕免厘家",'0704,"13技",2025,0.0000,0.0000,0.0000
'41222," 价藕免厘家",'0705,"14技",2025,0.0000,0.0000,0.0000
'41222," 价藕免厘家",'1001,"15技",2025,0.0000,0.0000,0.0000
'41222," 价藕免厘家",'1002,"16技",2025,0.0000,0.0000,0.0000
'41222," 价藕免厘家",'1003,"17技",2025,0.0000,0.0000,0.0000
'41222," 价藕免厘家",'1004,"18技",2025,0.0000,0.0000,0.0000
'41222," 价藕免厘家",'1005,"19技",2025,0.0000,0.0000,0.0000
'41222," 价藕免厘家",'1201,"20技",2025,0.0000,0.0000,0.0000
'41222," 价藕免厘家",'1202,"21技",2025,0.0000,0.0000,0.0000
'41222," 价藕免厘家",'1203,"22技",2025,0.0000,0.0000,0.0000
'41222," 价藕免厘家",'1204,"23技",2025,0.0000,0.0000,0.0000
'41222," 价藕免厘家",'1205,"24技",2025,0.0000,0.0000,0.0000
'41222," 价藕免厘家",'1301,"25技",2025,0.0000,0.0000,0.0000
'41222," 价藕免厘家",'1302,"26技",2025,0.0000,0.0000,0.0000
'41222," 价藕免厘家",'1303,"27技",2025,0.0000,0.0000,0.0000
'41222," 价藕免厘家",'1304,"28技",2025,0.0000,0.0000,0.0000
'41222," 价藕免厘家",'1305,"29技",2025,0.0000,0.0000,0.0000
'41222," 价藕免厘家",'1501,"30技",2025,0.0000,0.0000,0.0000
'41222," 价藕免厘家",'1502,"31技",2025,0.0000,0.0000,0.0000
'41222," 价藕免厘家",'1503,"32技",2025,0.0000,0.0000,0.0000
'41222," 价藕免厘家",'1504,"33技",2025,0.0000,0.0000,0.0000
'41222," 价藕免厘家",'1505,"34技",2025,0.0000,0.0000,0.0000
'41222," 价藕免厘家",'1601,"35技",2025,0.0000,0.0000,0.0000
'41222," 价藕免厘家",'1602,"36技",2025,0.0000,0.0000,0.0000
'41222," 价藕免厘家",'1603,"37技",2025,0.0000,0.0000,0.0000
'41222," 价藕免厘家",'1604,"38技",2025,0.0000,0.0000,0.0000
'41222," 价藕免厘家",'1605,"39技",2025,0.0000,0.0000,0.0000
'41222," 价藕免厘家",'1801,"40技",2025,0.0000,0.0000,0.0000
'41222," 价藕免厘家",'1802,"41技",2025,0.0000,0.0000,0.0000
'41222," 价藕免厘家",'1803,"42技",2025,0.0000,0.0000,0.0000
'41222," 价藕免厘家",'1804,"43技",2025,0.0000,0.0000,0.0000
'41222," 价藕免厘家",'1805,"44技",2025,0.0000,0.0000,0.0000
'41222," 价藕免厘家",'1901,"45技",2025,0.0000,0.0000,0.0000
'41222," 价藕免厘家",'1902,"46技",2025,0.0000,0.0000,0.0000
'41222," 价藕免厘家",'1903,"47技",2025,0.0000,0.0000,0.0000
'41222," 价藕免厘家",'1904,"48技",2025,0.0000,0.0000,0.0000
'41222," 价藕免厘家",'1905,"49技",2025,0.0000,0.0000,0.0000
'41222," 价藕免厘家",'2101,"50技",2025,0.0000,0.0000,0.0000
'41222," 价藕免厘家",'2102,"51技",2025,0.0000,0.0000,0.0000
'41222," 价藕免厘家",'2103,"52技",2025,0.0000,0.0000,0.0000
'41222," 价藕免厘家",'2104,"53技",2025,0.0000,0.0000,0.0000
'41222," 价藕免厘家",'2105,"54技",2025,0.0000,0.0000,0.0000
'41222," 价藕免厘家",'2301,"55技",2025,0.0000,0.0000,0.0000
'41222," 价藕免厘家",'2302,"56技",2025,0.0000,0.0000,0.0000
'41222," 价藕免厘家",'2303,"57技",2025,0.0000,0.0000,0.0000
'41222," 价藕免厘家",'2304,"58技",2025,0.0000,0.0000,0.0000
'41222," 价藕免厘家",'2305,"59技",2025,0.0000,0.0000,0.0000
'41222," 价藕免厘家",'2601,"60技",2025,0.0000,0.0000,0.0000
'41222," 价藕免厘家",'2602,"61技",2025,0.0000,0.0000,0.0000
'41222," 价藕免厘家",'2603,"62技",2025,0.0000,0.0000,0.0000
'41222," 价藕免厘家",'2604,"63技",2025,0.0000,0.0000,0.0000
'41222," 价藕免厘家",'2605,"64技",2025,0.0000,0.0000,0.0000
'41222," 价藕免厘家",'2801,"65技",2025,0.0000,0.0000,0.0000
'41222," 价藕免厘家",'2802,"66技",2025,0.0000,0.0000,0.0000
'41222," 价藕免厘家",'2803,"67技",2025,0.0000,0.0000,0.0000
'41222," 价藕免厘家",'2804,"68技",2025,0.0000,0.0000,0.0000
'41222," 价藕免厘家",'2805,"69技",2025,0.0000,0.0000,0.0000
'41222," 价藕免厘家",'3101,"70技",2025,0.0000,0.0000,0.0000
'41222," 价藕免厘家",'3102,"71技",2025,0.0000,0.0000,0.0000
'41222," 价藕免厘家",'3103,"72技",2025,0.0000,0.0000,0.0000
'41222," 价藕免厘家",'3104,"73技",2025,0.0000,0.0000,0.0000
'41222," 价藕免厘家",'3105,"74技",2025,0.0000,0.0000,0.0000
'41222," 价藕免厘家",'3301,"75技",2025,0.0000,0.0000,0.0000
'41222," 价藕免厘家",'3302,"76技",2025,0.0000,0.0000,0.0000
'41222," 价藕免厘家",'3303,"77技",2025,0.0000,0.0000,0.0000
'41222," 价藕免厘家",'3304,"78技",2025,0.0000,0.0000,0.0000
'41222," 价藕免厘家",'3305,"79技",2025,0.0000,0.0000,0.0000
'41222," 价藕免厘家",'3601,"80技",2025,0.0000,0.0000,0.0000
'41222," 价藕免厘家",'3602,"81技",2025,0.0000,0.0000,0.0000
'41222," 价藕免厘家",'3603,"82技",2025,0.0000,0.0000,0.0000
'41222," 价藕免厘家",'3604,"83技",2025,0.0000,0.0000,0.0000
'41222," 价藕免厘家",'3605,"84技",2025,0.0000,0.0000,0.0000
'41222," 价藕免厘家",'3801,"85技",2025,0.0000,0.0000,0.0000
'41222," 价藕免厘家",'3802,"86技",2025,0.0000,0.0000,0.0000
'41222," 价藕免厘家",'3803,"87技",2025,0.0000,0.0000,0.0000
'41222," 价藕免厘家",'3804,"88技",2025,0.0000,0.0000,0.0000
'41222," 价藕免厘家",'3805,"89技",2025,0.0000,0.0000,0.0000
'41222," 价藕免厘家",'4101,"90技",2025,0.0000,0.0000,0.0000
'41222," 价藕免厘家",'4102,"91技",2025,0.0000,0.0000,0.0000
'41222," 价藕免厘家",'4103,"92技",2025,0.0000,0.0000,0.0000
'41222," 价藕免厘家",'4104,"93技",2025,0.0000,0.0000,0.0000
'41222," 价藕免厘家",'4105,"94技",2025,0.0000,0.0000,0.0000
'41222," 价藕免厘家",'4301,"95技",2025,0.0000,0.0000,0.0000
'41222," 价藕免厘家",'4302,"96技",2025,0.0000,0.0000,0.0000
'41222," 价藕免厘家",'4303,"97技",2025,0.0000,0.0000,0.0000
'41222," 价藕免厘家",'4304,"98技",2025,0.0000,0.0000,0.0000
'41222," 价藕免厘家",'4305,"99技",2025,0.0000,0.0000,0.0000
'41222," 价藕免厘家",'440,"100技 捞惑",2025,0.0000,0.0000,0.0000
'41224," 救吝免厘家",'000,"拌",2025,0.0000,0.0000,0.0000
'41224," 救吝免厘家",'0401,"0技",2025,0.0000,0.0000,0.0000
'41224," 救吝免厘家",'0402,"1技",2025,0.0000,0.0000,0.0000
'41224," 救吝免厘家",'0403,"2技",2025,0.0000,0.0000,0.0000
'41224," 救吝免厘家",'0404,"3技",2025,0.0000,0.0000,0.0000
'41224," 救吝免厘家",'0405,"4技",2025,0.0000,0.0000,0.0000
'41224," 救吝免厘家",'0501,"5技",2025,0.0000,0.0000,0.0000
'41224," 救吝免厘家",'0502,"6技",2025,0.0000,0.0000,0.0000
'41224," 救吝免厘家",'0503,"7技",2025,0.0000,0.0000,0.0000
'41224," 救吝免厘家",'0504,"8技",2025,0.0000,0.0000,0.0000
'41224," 救吝免厘家",'0505,"9技",2025,0.0000,0.0000,0.0000
'41224," 救吝免厘家",'0701,"10技",2025,0.0000,0.0000,0.0000
'41224," 救吝免厘家",'0702,"11技",2025,0.0000,0.0000,0.0000
'41224," 救吝免厘家",'0703,"12技",2025,0.0000,0.0000,0.0000
'41224," 救吝免厘家",'0704,"13技",2025,0.0000,0.0000,0.0000
'41224," 救吝免厘家",'0705,"14技",2025,0.0000,0.0000,0.0000
'41224," 救吝免厘家",'1001,"15技",2025,0.0000,0.0000,0.0000
'41224," 救吝免厘家",'1002,"16技",2025,0.0000,0.0000,0.0000
'41224," 救吝免厘家",'1003,"17技",2025,0.0000,0.0000,0.0000
'41224," 救吝免厘家",'1004,"18技",2025,0.0000,0.0000,0.0000
'41224," 救吝免厘家",'1005,"19技",2025,0.0000,0.0000,0.0000
'41224," 救吝免厘家",'1201,"20技",2025,0.0000,0.0000,0.0000
'41224," 救吝免厘家",'1202,"21技",2025,0.0000,0.0000,0.0000
'41224," 救吝免厘家",'1203,"22技",2025,0.0000,0.0000,0.0000
'41224," 救吝免厘家",'1204,"23技",2025,0.0000,0.0000,0.0000
'41224," 救吝免厘家",'1205,"24技",2025,0.0000,0.0000,0.0000
'41224," 救吝免厘家",'1301,"25技",2025,0.0000,0.0000,0.0000
'41224," 救吝免厘家",'1302,"26技",2025,0.0000,0.0000,0.0000
'41224," 救吝免厘家",'1303,"27技",2025,0.0000,0.0000,0.0000
'41224," 救吝免厘家",'1304,"28技",2025,0.0000,0.0000,0.0000
'41224," 救吝免厘家",'1305,"29技",2025,0.0000,0.0000,0.0000
'41224," 救吝免厘家",'1501,"30技",2025,0.0000,0.0000,0.0000
'41224," 救吝免厘家",'1502,"31技",2025,0.0000,0.0000,0.0000
'41224," 救吝免厘家",'1503,"32技",2025,0.0000,0.0000,0.0000
'41224," 救吝免厘家",'1504,"33技",2025,0.0000,0.0000,0.0000
'41224," 救吝免厘家",'1505,"34技",2025,0.0000,0.0000,0.0000
'41224," 救吝免厘家",'1601,"35技",2025,0.0000,0.0000,0.0000
'41224," 救吝免厘家",'1602,"36技",2025,0.0000,0.0000,0.0000
'41224," 救吝免厘家",'1603,"37技",2025,0.0000,0.0000,0.0000
'41224," 救吝免厘家",'1604,"38技",2025,0.0000,0.0000,0.0000
'41224," 救吝免厘家",'1605,"39技",2025,0.0000,0.0000,0.0000
'41224," 救吝免厘家",'1801,"40技",2025,0.0000,0.0000,0.0000
'41224," 救吝免厘家",'1802,"41技",2025,0.0000,0.0000,0.0000
'41224," 救吝免厘家",'1803,"42技",2025,0.0000,0.0000,0.0000
'41224," 救吝免厘家",'1804,"43技",2025,0.0000,0.0000,0.0000
'41224," 救吝免厘家",'1805,"44技",2025,0.0000,0.0000,0.0000
'41224," 救吝免厘家",'1901,"45技",2025,0.0000,0.0000,0.0000
'41224," 救吝免厘家",'1902,"46技",2025,0.0000,0.0000,0.0000
'41224," 救吝免厘家",'1903,"47技",2025,0.0000,0.0000,0.0000
'41224," 救吝免厘家",'1904,"48技",2025,0.0000,0.0000,0.0000
'41224," 救吝免厘家",'1905,"49技",2025,0.0000,0.0000,0.0000
'41224," 救吝免厘家",'2101,"50技",2025,0.0000,0.0000,0.0000
'41224," 救吝免厘家",'2102,"51技",2025,0.0000,0.0000,0.0000
'41224," 救吝免厘家",'2103,"52技",2025,0.0000,0.0000,0.0000
'41224," 救吝免厘家",'2104,"53技",2025,0.0000,0.0000,0.0000
'41224," 救吝免厘家",'2105,"54技",2025,0.0000,0.0000,0.0000
'41224," 救吝免厘家",'2301,"55技",2025,0.0000,0.0000,0.0000
'41224," 救吝免厘家",'2302,"56技",2025,0.0000,0.0000,0.0000
'41224," 救吝免厘家",'2303,"57技",2025,0.0000,0.0000,0.0000
'41224," 救吝免厘家",'2304,"58技",2025,0.0000,0.0000,0.0000
'41224," 救吝免厘家",'2305,"59技",2025,0.0000,0.0000,0.0000
'41224," 救吝免厘家",'2601,"60技",2025,0.0000,0.0000,0.0000
'41224," 救吝免厘家",'2602,"61技",2025,0.0000,0.0000,0.0000
'41224," 救吝免厘家",'2603,"62技",2025,0.0000,0.0000,0.0000
'41224," 救吝免厘家",'2604,"63技",2025,0.0000,0.0000,0.0000
'41224," 救吝免厘家",'2605,"64技",2025,0.0000,0.0000,0.0000
'41224," 救吝免厘家",'2801,"65技",2025,0.0000,0.0000,0.0000
'41224," 救吝免厘家",'2802,"66技",2025,0.0000,0.0000,0.0000
'41224," 救吝免厘家",'2803,"67技",2025,0.0000,0.0000,0.0000
'41224," 救吝免厘家",'2804,"68技",2025,0.0000,0.0000,0.0000
'41224," 救吝免厘家",'2805,"69技",2025,0.0000,0.0000,0.0000
'41224," 救吝免厘家",'3101,"70技",2025,0.0000,0.0000,0.0000
'41224," 救吝免厘家",'3102,"71技",2025,0.0000,0.0000,0.0000
'41224," 救吝免厘家",'3103,"72技",2025,0.0000,0.0000,0.0000
'41224," 救吝免厘家",'3104,"73技",2025,0.0000,0.0000,0.0000
'41224," 救吝免厘家",'3105,"74技",2025,0.0000,0.0000,0.0000
'41224," 救吝免厘家",'3301,"75技",2025,0.0000,0.0000,0.0000
'41224," 救吝免厘家",'3302,"76技",2025,0.0000,0.0000,0.0000
'41224," 救吝免厘家",'3303,"77技",2025,0.0000,0.0000,0.0000
'41224," 救吝免厘家",'3304,"78技",2025,0.0000,0.0000,0.0000
'41224," 救吝免厘家",'3305,"79技",2025,0.0000,0.0000,0.0000
'41224," 救吝免厘家",'3601,"80技",2025,0.0000,0.0000,0.0000
'41224," 救吝免厘家",'3602,"81技",2025,0.0000,0.0000,0.0000
'41224," 救吝免厘家",'3603,"82技",2025,0.0000,0.0000,0.0000
'41224," 救吝免厘家",'3604,"83技",2025,0.0000,0.0000,0.0000
'41224," 救吝免厘家",'3605,"84技",2025,0.0000,0.0000,0.0000
'41224," 救吝免厘家",'3801,"85技",2025,0.0000,0.0000,0.0000
'41224," 救吝免厘家",'3802,"86技",2025,0.0000,0.0000,0.0000
'41224," 救吝免厘家",'3803,"87技",2025,0.0000,0.0000,0.0000
'41224," 救吝免厘家",'3804,"88技",2025,0.0000,0.0000,0.0000
'41224," 救吝免厘家",'3805,"89技",2025,0.0000,0.0000,0.0000
'41224," 救吝免厘家",'4101,"90技",2025,0.0000,0.0000,0.0000
'41224," 救吝免厘家",'4102,"91技",2025,0.0000,0.0000,0.0000
